Site,date,Observer,Knoll,Number_Ind,Length,Species,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,16,Acanthurus nigrofuscus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,2,16,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,16,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,32,Cephalopholis miniata,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,5,16,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,16,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,3,4,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,12,4,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,2,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,2,16,Chaetodon paucifasciatus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,16,8,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,6,4,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,30,4,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,10,4,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,3,4,Coris caudimacula,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,3,8,Coris caudimacula,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,32,Parupeneus macronema,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,2,4,Parupeneus macronema,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,4,4,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,4,Centropyge multispinis,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,2,Ostracion cyanurus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,4,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,2,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,8,Pseudocheilinus hexataenia,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,4,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,1,4,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Renanel Pickholtz,13,2,4,Ecsenius gravieri,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,4,64,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,16,Synodontidae spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,32,Acanthurus nigrofuscus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,16,Acanthurus nigrofuscus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,32,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,32,Epinephelus fasciatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,32,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,2,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,5,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,4,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,4,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,5,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,2,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,16,Labroides dimidiatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,2,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,10,2,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Pseudochromis olivaceus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Pseudochromis olivaceus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,3,16,Pseudochromis olivaceus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,32,Chaetodon trifascialis,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,32,Syngnathidae spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,8,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,60,8,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,2,Chaetodon austriacus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,2,Chromis spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,16,Centropyge multispinis,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,16,Coris caudimacula,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,16,Coris caudimacula,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,16,Labrid spp. ,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,3,4,Pseudocheilinus hexataenia,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,2,8,Pseudochromis fridmani,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,6,8,Apogon spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,16,Sargocentron spp.,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,7,8,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,22,8,Neopomacentrus miryae,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,6,8,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Zebrasoma veliferum,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,8,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,2,Dascyllus trimaculatus,,,,,,,,,,
NR,19/09/2016,Ori Frid,14,1,128,Epinephelus malabaricus,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,1,128,Epinephelus malabaricus,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,2,32,Epinephelus fasciatus,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,100,2,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,5,2,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,2,2,Pseudochromis fridmani,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,2,16,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,5,2,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,10,2,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,5,2,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,2,16,Labroides dimidiatus,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,1,8,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,2,2,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,1,8,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Jenny Tynyakov,14,1,2,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,3,32,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,8,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,6,16,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,10,8,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,4,8,Amblyglyphidodon leucogaster,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,4,8,Amblyglyphidodon leucogaster,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,10,8,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,5,16,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,8,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,32,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,32,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,32,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,200,8,Caesio spp.,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,32,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,64,Epinephelus fasciatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,64,Epinephelus fasciatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,64,Epinephelus fasciatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,64,Epinephelus fasciatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,32,Centropyge multispinis,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,3,8,Pseudochromis fridmani,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,16,Labrid spp. ,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,8,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,32,Heniochus intermedius,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,8,16,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,50,4,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,40,8,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,8,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,3,4,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,16,Chaetodon fasciatus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,32,Parupeneus macronema,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,32,Bodianus anthioides,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,4,16,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,3,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,16,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,4,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,8,Labrid spp. ,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,16,Ecsenius gravieri,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,128,Serranidae spp.,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,64,Serranidae spp.,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,4,Dascyllus aruanus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,8,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,16,Labrid spp. ,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,2,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,16,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,16,Pseudochromis olivaceus,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,16,Pseudocheilinus hexataenia,,,,,,,,,,
NR,19/09/2016,Hezi Buba,15,1,16,Pseudocheilinus hexataenia,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,4,32,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,8,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,3,8,Apogon spp.,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,12,4,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,10,8,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,2,8,Pinguipedidae spp.,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,20,8,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,60,8,Caesio spp.,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,3,32,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,3,32,Epinephelus fasciatus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,2,32,Heniochus intermedius,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,2,8,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,10,4,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,20,8,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,8,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,2,32,Chaetodon melannotus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,2,8,Ecsenius gravieri,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,4,8,Abudefduf spp.,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,4,8,Pseudochromis fridmani,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,4,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,10,8,Amblyglyphidodon leucogaster,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,10,4,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,20,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,4,16,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,4,16,Acanthurus nigrofuscus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,8,Scolopsis ghanam,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,2,4,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,20,8,Amblyglyphidodon flavilatus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,5,4,Dascyllus aruanus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,10,4,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,8,Gomphosus caeruleus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,4,Cirrhitichthys oxycephalus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,4,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,8,Bodianus anthioides,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,8,Pseudochromis olivaceus,,,,,,,,,,
NR,19/09/2016,Noam Ben Moshe,15,1,8,Chromis spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,4,16,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,20,2,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,8,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,2,32,Cephalopholis argus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,50,4,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,8,Syngnathidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,8,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,16,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,6,2,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,100,4,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,5,2,Paracheilinus octotaenia,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,2,Pseudocheilinus hexataenia,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,2,4,Pseudocheilinus hexataenia,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,5,2,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,5,4,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,800,4,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,100,2,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,100,8,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,3,16,Bodianus anthioides,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,2,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,4,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,2,2,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,2,4,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,4,Pseudochromis olivaceus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,4,4,Pseudochromis fridmani,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,2,2,Pseudochromis springeri,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,20,2,Apogon spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,10,4,Apogon spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,64,Variola louti,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,32,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,2,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,10,2,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,10,4,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,10,8,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,16,Synodontidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,4,2,Caesio spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,500,4,Neopomacentrus miryae,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,200,8,Neopomacentrus miryae,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,16,1,4,Plagiotremus spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,6,8,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,2,32,Cephalopholis argus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,15,4,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,9,4,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,5,2,Paracheilinus octotaenia,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,350,4,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,1,16,Bodianus anthioides,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,2,8,Parupeneus macronema,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,8,4,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,4,8,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,12,4,Cheilodipterus spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,2,4,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,1,4,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,300,4,Neopomacentrus miryae,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,20,8,Neopomacentrus miryae,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,2,4,Pseudochromis fridmani,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,3,4,Pseudochromis springeri,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,15,4,Apogon spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,1,32,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,1,16,Syngnathidae spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,2,8,Syngnathidae spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,16,1,8,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,32,Lethrinus spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,32,Cephalopholis argus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,32,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,64,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,16,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,2,16,Bodianus anthioides,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,32,Balistidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,16,Chaetodon fasciatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,30,4,Caesio spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,2,16,Heniochus intermedius,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,10,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,3,16,Thalassoma rueppellii,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,40,2,Paracheilinus octotaenia,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Labroides dimidiatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Scolopsis ghanam,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,16,Syngnathidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,8,4,Paracheilinus octotaenia,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,16,Apolemichthys xanthotis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,15,4,Parupeneus forsskali,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,20,4,Apogon spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,2,16,Chaetodon paucifasciatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,2,16,Synodontidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,2,Dascyllus marginatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,16,Arothron diadematus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,4,16,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,6,2,Zebrasoma xanthurum,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,50,4,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,10,2,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,400,4,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,50,2,Pseudanthias squamipinnis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,100,4,Neopomacentrus miryae,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,20,4,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,10,2,Chromis dimidiata,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,8,Centropyge multispinis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Parupeneus cyclostomus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,8,Ctenochaetus striatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,8,Acanthurus nigrofuscus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,2,2,Larabicus quadrilineatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,16,Balistidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Zebrasoma veliferum,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,4,4,Synodontidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,3,16,Syngnathidae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,8,Scorpaenopsis spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Pseudochromis olivaceus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,4,4,Pseudochromis springeri,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,4,4,Pseudochromis fridmani,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,2,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Meiacanthus nigrolineatus,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,20,4,Chromis virdis,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,2,4,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Noa Moshkowitz,17,1,4,Monotaxis grandoculis,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,3,16,Bodianus anthioides,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,1,16,Chaetodon melannotus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,1,16,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,1,32,Scaridae spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,7,4,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,2,8,Pomacentrus trichourus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,2,8,Halichoeres spp.,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,1,8,Apolemichthys xanthotis,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,36,2,Paracheilinus octotaenia,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,2,2,Labroides dimidiatus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,2,8,Chaetodon paucifasciatus,,,,,,,,,,
NR,19/09/2016,Tal Gavrely,17,1,16,Cephalopholis argus,,,,,,,,,,
