Site,Date,Observer,Knoll,Species,Length_cm,Number_Ind
Katza,22.10.15,Ori Frid,1,Pomacentrus trichourus,8,8
Katza,22.10.15,Ori Frid,1,Abudefduf spp.,16,10
Katza,22.10.15,Ori Frid,1,Caesio spp.,16,12
Katza,22.10.15,Ori Frid,1,Dascyllus trimaculatus,16,12
Katza,22.10.15,Ori Frid,1,Pseudanthias spp.,16,15
Katza,22.10.15,Ori Frid,1,Pseudanthias spp.,8,30
Katza,22.10.15,Ori Frid,1,Chromis virdis,2,50
Katza,22.10.15,Ori Frid,1,Apogon spp.,8,50
Katza,22.10.15,Ori Frid,1,Cheilodipterus spp.,8,53
Katza,22.10.15,Ori Frid,1,Apogon spp.,8,54
Katza,22.10.15,Ori Frid,1,Cheilodipterus spp.,4,60
Katza,22.10.15,Ori Frid,1,Pseudanthias spp.,4,70
Katza,22.10.15,Ori Frid,1,Apogon spp.,4,100
Katza,22.10.15,Ori Frid,1,Chromis virdis,4,200
Katza,22.10.15,Itai Granot,2,Acanthurus spp.,4,1
Katza,22.10.15,Itai Granot,2,Ostracion spp.,4,1
Katza,22.10.15,Itai Granot,2,Pseudochromis olivaceus,4,1
Katza,22.10.15,Itai Granot,2,Zebrasoma veliferum,4,1
Katza,22.10.15,Itai Granot,2,Acanthurus spp.,8,1
Katza,22.10.15,Itai Granot,2,Amblyglyphidodon spp.,8,1
Katza,22.10.15,Itai Granot,2,Amphiprion bicinctus,8,1
Katza,22.10.15,Itai Granot,2,Centropyge multispinis,8,1
Katza,22.10.15,Itai Granot,2,Scolopsis ghanam,8,1
Katza,22.10.15,Itai Granot,2,Acanthurus spp.,16,1
Katza,22.10.15,Itai Granot,2,Centropyge multispinis,16,1
Katza,22.10.15,Itai Granot,2,Scolopsis ghanam,16,1
Katza,22.10.15,Itai Granot,2,Syngnathidae spp.,16,1
Katza,22.10.15,Itai Granot,2,Labrid spp. ,32,1
Katza,22.10.15,Itai Granot,2,Scaridae spp.,32,1
Katza,22.10.15,Itai Granot,2,Zebrasoma xanthurum,32,1
Katza,22.10.15,Itai Granot,2,Diodon spp.,64,1
Katza,22.10.15,Itai Granot,2,Labrid spp. ,64,1
Katza,22.10.15,Itai Granot,2,Lethrinus spp.,64,1
Katza,22.10.15,Itai Granot,2,Scaridae spp.,64,1
Katza,22.10.15,Itai Granot,2,Serranidae spp,64,1
Katza,22.10.15,Itai Granot,2,Pseudochromis olivaceus,78,1
Katza,22.10.15,Itai Granot,2,Labroides dimidiatus,4,2
Katza,22.10.15,Itai Granot,2,Pseudocheilinus hexataenia,4,2
Katza,22.10.15,Itai Granot,2,Scaridae spp.,4,2
Katza,22.10.15,Itai Granot,2,Labroides dimidiatus,8,2
Katza,22.10.15,Itai Granot,2,Pomacentrus trichourus,16,2
Katza,22.10.15,Itai Granot,2,Zebrasoma xanthurum,16,2
Katza,22.10.15,Itai Granot,2,Serranidae spp,32,2
Katza,22.10.15,Itai Granot,2,Synodontidae spp.,32,2
Katza,22.10.15,Itai Granot,2,Pomacentrus trichourus,8,3
Katza,22.10.15,Itai Granot,2,Pseudocheilinus hexataenia,8,3
Katza,22.10.15,Itai Granot,2,Amblyglyphidodon spp.,4,4
Katza,22.10.15,Itai Granot,2,Mullidae spp. ,64,4
Katza,22.10.15,Itai Granot,2,Chromis dimidiata,4,6
Katza,22.10.15,Itai Granot,2,Chromis dimidiata,8,6
Katza,22.10.15,Itai Granot,2,Siganus  spp.,32,6
Katza,22.10.15,Itai Granot,2,Syngnathidae spp.,8,7
Katza,22.10.15,Itai Granot,2,Pomacentrus trichourus,4,10
Katza,22.10.15,Itai Granot,2,Neopomacentrus miryae,8,10
Katza,22.10.15,Itai Granot,2,Mullidae spp. ,32,12
Katza,22.10.15,Itai Granot,2,Cheilodipterus spp.,8,20
Katza,22.10.15,Itai Granot,2,Dascyllus trimaculatus,16,29
Katza,22.10.15,Itai Granot,2,Pseudanthias spp.,16,30
Katza,22.10.15,Itai Granot,2,Apogon spp.,8,50
Katza,22.10.15,Itai Granot,2,Chromis virdis,8,50
Katza,22.10.15,Itai Granot,2,Pseudanthias spp.,8,50
Katza,22.10.15,Itai Granot,2,Pseudanthias spp.,4,60
Katza,22.10.15,Itai Granot,2,Cheilodipterus spp.,4,130
Katza,22.10.15,Itai Granot,2,Apogon spp.,4,150
Katza,22.10.15,Itai Granot,2,Chromis virdis,4,150
Katza,22.10.15,Ori Frid,2,Zebrasoma veliferum,2,1
Katza,22.10.15,Ori Frid,2,Acanthurus spp.,4,1
Katza,22.10.15,Ori Frid,2,Labroides dimidiatus,8,1
Katza,22.10.15,Ori Frid,2,Monacanthidae spp. ,8,1
Katza,22.10.15,Ori Frid,2,Mullidae spp. ,8,1
Katza,22.10.15,Ori Frid,2,Sargocentron spp.,8,1
Katza,22.10.15,Ori Frid,2,Zebrasoma veliferum,8,1
Katza,22.10.15,Ori Frid,2,Amphiprion bicinctus,16,1
Katza,22.10.15,Ori Frid,2,Centropyge multispinis,16,1
Katza,22.10.15,Ori Frid,2,Plagiotremus spp.,16,1
Katza,22.10.15,Ori Frid,2,Scolopsis ghanam,16,1
Katza,22.10.15,Ori Frid,2,Serranidae spp,16,1
Katza,22.10.15,Ori Frid,2,Diodon spp.,32,1
Katza,22.10.15,Ori Frid,2,Scaridae spp.,32,1
Katza,22.10.15,Ori Frid,2,Serranidae spp,32,1
Katza,22.10.15,Ori Frid,2,Diodon spp.,64,1
Katza,22.10.15,Ori Frid,2,Labrid spp. ,64,1
Katza,22.10.15,Ori Frid,2,Chromis spp.,4,2
Katza,22.10.15,Ori Frid,2,Labrid spp. ,4,2
Katza,22.10.15,Ori Frid,2,Labroides dimidiatus,4,2
Katza,22.10.15,Ori Frid,2,Pomacentrus trichourus,4,2
Katza,22.10.15,Ori Frid,2,Chromis dimidiata,8,2
Katza,22.10.15,Ori Frid,2,Pseudocheilinus hexataenia,8,2
Katza,22.10.15,Ori Frid,2,Labroides dimidiatus,16,2
Katza,22.10.15,Ori Frid,2,Syngnathidae spp.,16,2
Katza,22.10.15,Ori Frid,2,Zebrasoma veliferum,16,2
Katza,22.10.15,Ori Frid,2,Siganus  spp.,32,2
Katza,22.10.15,Ori Frid,2,Chromis virdis,2,3
Katza,22.10.15,Ori Frid,2,Labrid spp. ,8,3
Katza,22.10.15,Ori Frid,2,Amblyglyphidodon spp.,4,4
Katza,22.10.15,Ori Frid,2,Pseudocheilinus hexataenia,4,4
Katza,22.10.15,Ori Frid,2,Mugilidae spp.,16,4
Katza,22.10.15,Ori Frid,2,Chromis dimidiata,8,5
Katza,22.10.15,Ori Frid,2,Syngnathidae spp.,8,5
Katza,22.10.15,Ori Frid,2,Neopomacentrus miryae,8,7
Katza,22.10.15,Ori Frid,2,Pseudanthias spp.,4,8
Katza,22.10.15,Ori Frid,2,Dascyllus trimaculatus,16,25
Katza,22.10.15,Ori Frid,2,Mullidae spp. ,32,28
Katza,22.10.15,Ori Frid,2,Pseudanthias spp.,16,30
Katza,22.10.15,Ori Frid,2,Apogon spp.,4,43
Katza,22.10.15,Ori Frid,2,Cheilodipterus spp.,8,49
Katza,22.10.15,Ori Frid,2,Cheilodipterus spp.,4,89
Katza,22.10.15,Ori Frid,2,Apogon spp.,8,135
Katza,22.10.15,Ori Frid,2,Pseudanthias spp.,8,150
Katza,22.10.15,Ori Frid,2,Chromis virdis,4,300
Katza,22.10.15,Idan Doyev,3,Apogon spp.,2,1
Katza,22.10.15,Idan Doyev,3,Amphiprion bicinctus,4,1
Katza,22.10.15,Idan Doyev,3,Cheilodipterus spp.,4,1
Katza,22.10.15,Idan Doyev,3,Labroides dimidiatus,4,1
Katza,22.10.15,Idan Doyev,3,Meiacanthus nigrolineatus,4,1
Katza,22.10.15,Idan Doyev,3,Chaetodon paucifasciatus,8,1
Katza,22.10.15,Idan Doyev,3,Thalassoma spp.,16,1
Katza,22.10.15,Idan Doyev,3,Muraenidae spp.,256,1
Katza,22.10.15,Idan Doyev,3,Amphiprion bicinctus,8,2
Katza,22.10.15,Idan Doyev,3,Mullidae spp. ,8,2
Katza,22.10.15,Idan Doyev,3,Thalassoma spp.,8,2
Katza,22.10.15,Idan Doyev,3,Epinephelus fasciatus,16,2
Katza,22.10.15,Idan Doyev,3,Pseudanthias spp.,4,4
Katza,22.10.15,Idan Doyev,3,Pomacentrus trichourus,8,4
Katza,22.10.15,Idan Doyev,3,Pseudanthias spp.,8,7
Katza,22.10.15,Idan Doyev,3,Chromis virdis,2,10
Katza,22.10.15,Idan Doyev,3,Apogon spp.,8,20
Katza,22.10.15,Renanel Pickholtz,3,Aetobatus narinari,1,1
Katza,22.10.15,Renanel Pickholtz,3,Canthigaster spp.,2,1
Katza,22.10.15,Renanel Pickholtz,3,Chromis virdis,2,1
Katza,22.10.15,Renanel Pickholtz,3,Canthigaster spp.,4,1
Katza,22.10.15,Renanel Pickholtz,3,Chromis virdis,4,1
Katza,22.10.15,Renanel Pickholtz,3,Dascyllus marginatus,4,1
Katza,22.10.15,Renanel Pickholtz,3,Larabicus quadrilineatus,4,1
Katza,22.10.15,Renanel Pickholtz,3,Meiacanthus nigrolineatus,4,1
Katza,22.10.15,Renanel Pickholtz,3,Pseudocheilinus hexataenia,4,1
Katza,22.10.15,Renanel Pickholtz,3,Thalassoma spp.,4,1
Katza,22.10.15,Renanel Pickholtz,3,Chaetodon paucifasciatus,8,1
Katza,22.10.15,Renanel Pickholtz,3,Dascyllus marginatus,8,1
Katza,22.10.15,Renanel Pickholtz,3,Ecsenius gravieri,8,1
Katza,22.10.15,Renanel Pickholtz,3,Labrid spp. ,8,1
Katza,22.10.15,Renanel Pickholtz,3,Meiacanthus nigrolineatus,8,1
Katza,22.10.15,Renanel Pickholtz,3,Pomacentrus trichourus,8,1
Katza,22.10.15,Renanel Pickholtz,3,Thalassoma spp.,8,1
Katza,22.10.15,Renanel Pickholtz,3,Chromis spp.,16,1
Katza,22.10.15,Renanel Pickholtz,3,Pseudochromis olivaceus,16,1
Katza,22.10.15,Renanel Pickholtz,3,Epinephelus fasciatus,32,1
Katza,22.10.15,Renanel Pickholtz,3,Muraenidae spp.,256,1
Katza,22.10.15,Renanel Pickholtz,3,Pomacentrus trichourus,4,2
Katza,22.10.15,Renanel Pickholtz,3,Pseudocheilinus hexataenia,8,2
Katza,22.10.15,Renanel Pickholtz,3,Thalassoma spp.,16,2
Katza,22.10.15,Renanel Pickholtz,3,Pseudochromis olivaceus,8,4
Katza,22.10.15,Renanel Pickholtz,3,Pseudanthias spp.,4,6
Katza,22.10.15,Renanel Pickholtz,3,Pseudanthias spp.,8,6
Katza,22.10.15,Renanel Pickholtz,3,Chromis virdis,2,28
Katza,22.10.15,Idan Doyev,4,Ecsenius gravieri,2,1
Katza,22.10.15,Idan Doyev,4,Mullidae spp. ,4,1
Katza,22.10.15,Idan Doyev,4,Pseudanthias spp.,8,1
Katza,22.10.15,Idan Doyev,4,Scolopsis ghanam,8,1
Katza,22.10.15,Idan Doyev,4,Thalassoma spp.,8,1
Katza,22.10.15,Idan Doyev,4,Pseudanthias spp.,16,1
Katza,22.10.15,Idan Doyev,4,Sargocentron spp.,16,1
Katza,22.10.15,Idan Doyev,4,Larabicus quadrilineatus,2,2
Katza,22.10.15,Idan Doyev,4,Amphiprion bicinctus,8,2
Katza,22.10.15,Idan Doyev,4,Cheilodipterus spp.,8,2
Katza,22.10.15,Idan Doyev,4,Dascyllus trimaculatus,16,2
Katza,22.10.15,Idan Doyev,4,Zebrasoma xanthurum,16,2
Katza,22.10.15,Idan Doyev,4,Mullidae spp. ,16,3
Katza,22.10.15,Idan Doyev,4,Labroides dimidiatus,2,4
Katza,22.10.15,Idan Doyev,4,Apogon spp.,4,4
Katza,22.10.15,Idan Doyev,4,Dascyllus trimaculatus,16,4
Katza,22.10.15,Idan Doyev,4,Epinephelus fasciatus,16,4
Katza,22.10.15,Idan Doyev,4,Mullidae spp. ,8,5
Katza,22.10.15,Idan Doyev,4,Abudefduf spp.,16,5
Katza,22.10.15,Idan Doyev,4,Thalassoma spp.,16,6
Katza,22.10.15,Idan Doyev,4,Chromis dimidiata,8,9
Katza,22.10.15,Idan Doyev,4,Pomacentrus trichourus,4,20
Katza,22.10.15,Renanel Pickholtz,4,Labrid spp. ,4,1
Katza,22.10.15,Renanel Pickholtz,4,Larabicus quadrilineatus,4,1
Katza,22.10.15,Renanel Pickholtz,4,Pseudochromis olivaceus,4,1
Katza,22.10.15,Renanel Pickholtz,4,Amphiprion bicinctus,8,1
Katza,22.10.15,Renanel Pickholtz,4,Cheilodipterus spp.,8,1
Katza,22.10.15,Renanel Pickholtz,4,Dascyllus trimaculatus,8,1
Katza,22.10.15,Renanel Pickholtz,4,Epinephelus fasciatus,8,1
Katza,22.10.15,Renanel Pickholtz,4,Larabicus quadrilineatus,8,1
Katza,22.10.15,Renanel Pickholtz,4,Pomacentrus trichourus,8,1
Katza,22.10.15,Renanel Pickholtz,4,Pseudanthias spp.,8,1
Katza,22.10.15,Renanel Pickholtz,4,Amphiprion bicinctus,16,1
Katza,22.10.15,Renanel Pickholtz,4,Dascyllus trimaculatus,16,1
Katza,22.10.15,Renanel Pickholtz,4,Labrid spp. ,16,1
Katza,22.10.15,Renanel Pickholtz,4,Pseudanthias spp.,16,1
Katza,22.10.15,Renanel Pickholtz,4,Pseudochromis olivaceus,16,1
Katza,22.10.15,Renanel Pickholtz,4,Acanthurus spp.,32,1
Katza,22.10.15,Renanel Pickholtz,4,Balistidae spp.,32,1
Katza,22.10.15,Renanel Pickholtz,4,Sargocentron spp.,32,1
Katza,22.10.15,Renanel Pickholtz,4,Siganus  spp.,32,1
Katza,22.10.15,Renanel Pickholtz,4,Epinephelus fasciatus,64,1
Katza,22.10.15,Renanel Pickholtz,4,Thalassoma spp.,4,2
Katza,22.10.15,Renanel Pickholtz,4,Zebrasoma xanthurum,16,2
Katza,22.10.15,Renanel Pickholtz,4,Epinephelus fasciatus,32,2
Katza,22.10.15,Renanel Pickholtz,4,Zebrasoma xanthurum,32,2
Katza,22.10.15,Renanel Pickholtz,4,Acanthurus spp.,16,3
Katza,22.10.15,Renanel Pickholtz,4,Chromis dimidiata,8,4
Katza,22.10.15,Renanel Pickholtz,4,Thalassoma spp.,8,4
Katza,22.10.15,Renanel Pickholtz,4,Lethrinus spp.,64,4
Katza,22.10.15,Renanel Pickholtz,4,Labrid spp. ,8,5
Katza,22.10.15,Renanel Pickholtz,4,Pseudochromis olivaceus,8,5
Katza,22.10.15,Renanel Pickholtz,4,Epinephelus fasciatus,16,5
Katza,22.10.15,Renanel Pickholtz,4,Chromis spp.,16,8
Katza,22.10.15,Renanel Pickholtz,4,Pomacentrus trichourus,4,42
Katza,22.10.15,Idan Doyev,5,Thalassoma spp.,8,1
Katza,22.10.15,Idan Doyev,5,Dascyllus trimaculatus,16,1
Katza,22.10.15,Idan Doyev,5,Mullidae spp. ,16,1
Katza,22.10.15,Idan Doyev,5,Pomacentrus trichourus,16,1
Katza,22.10.15,Idan Doyev,5,Thalassoma spp.,16,1
Katza,22.10.15,Idan Doyev,5,Pomacentrus trichourus,8,2
Katza,22.10.15,Idan Doyev,5,Apogon spp.,8,5
Katza,22.10.15,Idan Doyev,5,Chromis virdis,2,300
Katza,22.10.15,Renanel Pickholtz,5,Pinguipedidae spp.,4,1
Katza,22.10.15,Renanel Pickholtz,5,Pomacentrus trichourus,4,1
Katza,22.10.15,Renanel Pickholtz,5,Pomacentrus trichourus,8,1
Katza,22.10.15,Renanel Pickholtz,5,Pseudochromis olivaceus,8,1
Katza,22.10.15,Renanel Pickholtz,5,Pseudochromis springeri,8,1
Katza,22.10.15,Renanel Pickholtz,5,Pomacentrus trichourus,16,1
Katza,22.10.15,Renanel Pickholtz,5,Acanthurus spp.,32,1
Katza,22.10.15,Renanel Pickholtz,5,Mullidae spp. ,32,1
Katza,22.10.15,Renanel Pickholtz,5,Apogon spp.,8,15
Katza,22.10.15,Renanel Pickholtz,5,Chromis virdis,2,200
Katza,22.10.15,Renanel Pickholtz,5,Chromis virdis,4,212
Katza,22.10.15,Idan Doyev,6,Ecsenius gravieri,8,1
Katza,22.10.15,Idan Doyev,6,Meiacanthus nigrolineatus,8,1
Katza,22.10.15,Idan Doyev,6,Pseudanthias spp.,8,1
Katza,22.10.15,Idan Doyev,6,Pseudocheilinus hexataenia,8,1
Katza,22.10.15,Idan Doyev,6,Chromis virdis,16,1
Katza,22.10.15,Idan Doyev,6,Acanthurus spp.,32,1
Katza,22.10.15,Idan Doyev,6,Serranidae spp,32,1
Katza,22.10.15,Idan Doyev,6,Dascyllus trimaculatus,4,2
Katza,22.10.15,Idan Doyev,6,Acanthurus spp.,16,2
Katza,22.10.15,Idan Doyev,6,Dascyllus trimaculatus,16,2
Katza,22.10.15,Idan Doyev,6,Chromis dimidiata,8,3
Katza,22.10.15,Idan Doyev,6,Thalassoma spp.,16,3
Katza,22.10.15,Idan Doyev,6,Dascyllus trimaculatus,16,4
Katza,22.10.15,Idan Doyev,6,Pseudanthias spp.,16,4
Katza,22.10.15,Idan Doyev,6,Mugilidae spp.,32,6
Katza,22.10.15,Idan Doyev,6,Abudefduf spp.,16,10
Katza,22.10.15,Idan Doyev,6,Pomacentrus trichourus,8,12
Katza,22.10.15,Idan Doyev,6,Neopomacentrus miryae,16,20
Katza,22.10.15,Idan Doyev,6,Chromis virdis,2,30
Katza,22.10.15,Idan Doyev,6,Chromis virdis,4,50
Katza,22.10.15,Idan Doyev,6,Apogon spp.,8,50
Katza,22.10.15,Idan Doyev,6,Chromis virdis,8,50
Katza,22.10.15,Renanel Pickholtz,6,Chromis spp.,8,1
Katza,22.10.15,Renanel Pickholtz,6,Mullidae spp. ,8,1
Katza,22.10.15,Renanel Pickholtz,6,Pomacentrus sulfureus,8,1
Katza,22.10.15,Renanel Pickholtz,6,Dascyllus marginatus,16,1
Katza,22.10.15,Renanel Pickholtz,6,Thalassoma spp.,16,1
Katza,22.10.15,Renanel Pickholtz,6,Zebrasoma veliferum,16,1
Katza,22.10.15,Renanel Pickholtz,6,Acanthurus spp.,32,1
Katza,22.10.15,Renanel Pickholtz,6,Mullidae spp. ,32,1
Katza,22.10.15,Renanel Pickholtz,6,Sargocentron spp.,32,1
Katza,22.10.15,Renanel Pickholtz,6,Serranidae spp,32,1
Katza,22.10.15,Renanel Pickholtz,6,Zebrasoma xanthurum,32,1
Katza,22.10.15,Renanel Pickholtz,6,Acanthurus spp.,8,2
Katza,22.10.15,Renanel Pickholtz,6,Chromis dimidiata,8,2
Katza,22.10.15,Renanel Pickholtz,6,Ecsenius gravieri,8,2
Katza,22.10.15,Renanel Pickholtz,6,Meiacanthus nigrolineatus,8,2
Katza,22.10.15,Renanel Pickholtz,6,Thalassoma spp.,8,2
Katza,22.10.15,Renanel Pickholtz,6,Syngnathidae spp.,16,2
Katza,22.10.15,Renanel Pickholtz,6,Thalassoma spp.,32,3
Katza,22.10.15,Renanel Pickholtz,6,Labrid spp. ,4,4
Katza,22.10.15,Renanel Pickholtz,6,Cheilodipterus spp.,8,5
Katza,22.10.15,Renanel Pickholtz,6,Pseudocheilinus hexataenia,8,5
Katza,22.10.15,Renanel Pickholtz,6,Acanthurus spp.,16,5
Katza,22.10.15,Renanel Pickholtz,6,Pomacentrus trichourus,4,6
Katza,22.10.15,Renanel Pickholtz,6,Labrid spp. ,8,6
Katza,22.10.15,Renanel Pickholtz,6,Dascyllus trimaculatus,16,6
Katza,22.10.15,Renanel Pickholtz,6,Chromis spp.,32,8
Katza,22.10.15,Renanel Pickholtz,6,Pomacentrus trichourus,8,14
Katza,22.10.15,Renanel Pickholtz,6,Abudefduf spp.,32,15
Katza,22.10.15,Renanel Pickholtz,6,Pseudanthias spp.,8,16
Katza,22.10.15,Renanel Pickholtz,6,Chromis virdis,2,60
Katza,22.10.15,Renanel Pickholtz,6,Neopomacentrus miryae,8,60
Katza,22.10.15,Renanel Pickholtz,6,Apogon spp.,8,81
Katza,22.10.15,Renanel Pickholtz,6,Chromis virdis,8,81
Katza,22.10.15,Itai Granot,7,Labrid spp. ,4,1
Katza,22.10.15,Itai Granot,7,Labroides dimidiatus,4,1
Katza,22.10.15,Itai Granot,7,Mullidae spp. ,4,1
Katza,22.10.15,Itai Granot,7,Sargocentron spp.,4,1
Katza,22.10.15,Itai Granot,7,Zebrasoma xanthurum,4,1
Katza,22.10.15,Itai Granot,7,Centropyge multispinis,8,1
Katza,22.10.15,Itai Granot,7,Chaetodon paucifasciatus,8,1
Katza,22.10.15,Itai Granot,7,Ecsenius gravieri,8,1
Katza,22.10.15,Itai Granot,7,Pseudochromis olivaceus,8,1
Katza,22.10.15,Itai Granot,7,Synodontidae spp.,8,1
Katza,22.10.15,Itai Granot,7,Acanthurus spp.,16,1
Katza,22.10.15,Itai Granot,7,Amblyglyphidodon spp.,16,1
Katza,22.10.15,Itai Granot,7,Serranidae spp,32,1
Katza,22.10.15,Itai Granot,7,Amblyglyphidodon spp.,4,2
Katza,22.10.15,Itai Granot,7,Meiacanthus nigrolineatus,4,2
Katza,22.10.15,Itai Granot,7,Pseudocheilinus hexataenia,4,2
Katza,22.10.15,Itai Granot,7,Canthigaster spp.,8,2
Katza,22.10.15,Itai Granot,7,Zebrasoma xanthurum,32,2
Katza,22.10.15,Itai Granot,7,Syngnathidae spp.,4,4
Katza,22.10.15,Itai Granot,7,Syngnathidae spp.,8,4
Katza,22.10.15,Itai Granot,7,Pomacentrus trichourus,16,5
Katza,22.10.15,Itai Granot,7,Dascyllus trimaculatus,16,6
Katza,22.10.15,Itai Granot,7,Cheilodipterus spp.,8,7
Katza,22.10.15,Itai Granot,7,Neopomacentrus miryae,4,10
Katza,22.10.15,Itai Granot,7,Chromis virdis,8,10
Katza,22.10.15,Itai Granot,7,Pseudanthias spp.,8,10
Katza,22.10.15,Itai Granot,7,Neopomacentrus miryae,16,10
Katza,22.10.15,Itai Granot,7,Cheilodipterus spp.,4,14
Katza,22.10.15,Itai Granot,7,Neopomacentrus miryae,8,15
Katza,22.10.15,Itai Granot,7,Pseudanthias spp.,16,15
Katza,22.10.15,Itai Granot,7,Chromis virdis,2,20
Katza,22.10.15,Itai Granot,7,Apogon spp.,4,25
Katza,22.10.15,Itai Granot,7,Apogon spp.,8,25
Katza,22.10.15,Itai Granot,7,Chromis virdis,4,40
Katza,22.10.15,Ori Frid,7,Cheilodipterus spp.,2,1
Katza,22.10.15,Ori Frid,7,Chromis spp.,2,1
Katza,22.10.15,Ori Frid,7,Zebrasoma veliferum,2,1
Katza,22.10.15,Ori Frid,7,Labrid spp. ,4,1
Katza,22.10.15,Ori Frid,7,Larabicus quadrilineatus,4,1
Katza,22.10.15,Ori Frid,7,Plagiotremus townsendi,4,1
Katza,22.10.15,Ori Frid,7,Sargocentron spp.,4,1
Katza,22.10.15,Ori Frid,7,Amblyglyphidodon spp.,8,1
Katza,22.10.15,Ori Frid,7,Chaetodon paucifasciatus,8,1
Katza,22.10.15,Ori Frid,7,Meiacanthus nigrolineatus,8,1
Katza,22.10.15,Ori Frid,7,Mullidae spp. ,8,1
Katza,22.10.15,Ori Frid,7,Pseudocheilinus hexataenia,8,1
Katza,22.10.15,Ori Frid,7,Serranidae spp,32,1
Katza,22.10.15,Ori Frid,7,Zebrasoma veliferum,32,1
Katza,22.10.15,Ori Frid,7,Pomacentrus trichourus,4,2
Katza,22.10.15,Ori Frid,7,Canthigaster spp.,8,2
Katza,22.10.15,Ori Frid,7,Acanthurus spp.,16,2
Katza,22.10.15,Ori Frid,7,Amblyglyphidodon spp.,4,3
Katza,22.10.15,Ori Frid,7,Syngnathidae spp.,8,3
Katza,22.10.15,Ori Frid,7,Centropyge multispinis,16,3
Katza,22.10.15,Ori Frid,7,Chromis dimidiata,8,5
Katza,22.10.15,Ori Frid,7,Dascyllus trimaculatus,16,5
Katza,22.10.15,Ori Frid,7,Cheilodipterus spp.,4,6
Katza,22.10.15,Ori Frid,7,Cheilodipterus spp.,8,13
Katza,22.10.15,Ori Frid,7,Pomacentrus trichourus,8,13
Katza,22.10.15,Ori Frid,7,Neopomacentrus miryae,8,20
Katza,22.10.15,Ori Frid,7,Pseudanthias spp.,16,21
Katza,22.10.15,Ori Frid,7,Chromis virdis,2,30
Katza,22.10.15,Ori Frid,7,Apogon spp.,8,32
Katza,22.10.15,Ori Frid,7,Chromis virdis,4,50
Katza,22.10.15,Lior Avidan,8,Acanthurus spp.,4,1
Katza,22.10.15,Lior Avidan,8,Dascyllus trimaculatus,4,1
Katza,22.10.15,Lior Avidan,8,Labrid spp. ,4,1
Katza,22.10.15,Lior Avidan,8,Plectroglyphidodon spp.,4,1
Katza,22.10.15,Lior Avidan,8,Pseudochromis olivaceus,4,1
Katza,22.10.15,Lior Avidan,8,Acanthurus spp.,8,1
Katza,22.10.15,Lior Avidan,8,Amblyglyphidodon spp.,8,1
Katza,22.10.15,Lior Avidan,8,Amphiprion bicinctus,8,1
Katza,22.10.15,Lior Avidan,8,Canthigaster spp.,8,1
Katza,22.10.15,Lior Avidan,8,Dascyllus trimaculatus,8,1
Katza,22.10.15,Lior Avidan,8,Ecsenius gravieri,8,1
Katza,22.10.15,Lior Avidan,8,Labroides dimidiatus,8,1
Katza,22.10.15,Lior Avidan,8,Meiacanthus nigrolineatus,8,1
Katza,22.10.15,Lior Avidan,8,Neoglyphidodon melas,8,1
Katza,22.10.15,Lior Avidan,8,Pomacentrus sulfureus,8,1
Katza,22.10.15,Lior Avidan,8,Thalassoma spp.,8,1
Katza,22.10.15,Lior Avidan,8,Acanthurus spp.,16,1
Katza,22.10.15,Lior Avidan,8,Amphiprion bicinctus,16,1
Katza,22.10.15,Lior Avidan,8,Epinephelus fasciatus,16,1
Katza,22.10.15,Lior Avidan,8,Thalassoma spp.,16,1
Katza,22.10.15,Lior Avidan,8,Chromis dimidiata,8,2
Katza,22.10.15,Lior Avidan,8,Plectroglyphidodon spp.,8,2
Katza,22.10.15,Lior Avidan,8,Pseudocheilinus hexataenia,8,2
Katza,22.10.15,Lior Avidan,8,Syngnathidae spp.,8,2
Katza,22.10.15,Lior Avidan,8,Chaetodon austriacus,16,2
Katza,22.10.15,Lior Avidan,8,Chaetodon fasciatus,16,2
Katza,22.10.15,Lior Avidan,8,Zebrasoma xanthurum,16,2
Katza,22.10.15,Lior Avidan,8,Cheilodipterus spp.,8,3
Katza,22.10.15,Lior Avidan,8,Pseudochromis olivaceus,8,3
Katza,22.10.15,Lior Avidan,8,Dascyllus trimaculatus,16,3
Katza,22.10.15,Lior Avidan,8,Labrid spp. ,8,4
Katza,22.10.15,Lior Avidan,8,Syngnathidae spp.,16,4
Katza,22.10.15,Lior Avidan,8,Scaridae spp.,32,4
Katza,22.10.15,Lior Avidan,8,Pomacentrus trichourus,8,7
Katza,22.10.15,Lior Avidan,8,Pomacentrus trichourus,4,8
Katza,22.10.15,Lior Avidan,8,Mugilidae spp.,32,9
Katza,22.10.15,Lior Avidan,8,Apogon spp.,8,28
Katza,22.10.15,Shahar Malamud,8,Dascyllus trimaculatus,4,1
Katza,22.10.15,Shahar Malamud,8,Labroides dimidiatus,4,1
Katza,22.10.15,Shahar Malamud,8,Thalassoma spp.,4,1
Katza,22.10.15,Shahar Malamud,8,Acanthurus spp.,8,1
Katza,22.10.15,Shahar Malamud,8,Apogon spp.,8,1
Katza,22.10.15,Shahar Malamud,8,Canthigaster spp.,8,1
Katza,22.10.15,Shahar Malamud,8,Centropyge multispinis,8,1
Katza,22.10.15,Shahar Malamud,8,Dascyllus marginatus,8,1
Katza,22.10.15,Shahar Malamud,8,Labrid spp. ,8,1
Katza,22.10.15,Shahar Malamud,8,Labroides dimidiatus,8,1
